Prefecture,Food,Rice,White.bread,Other.bread,Non.dried..Udon...Soba.,Dried..Udon...Soba.,Pasta,Chinese.noodles,Cup.noodles,Instant.noodles,Other.noodles,Wheat.flour,X.Mochi...rice.cakes,Other.in..Other.cereals.,Tuna.fish,Horse.mackerel,Sardines,Bonito,Flounder,Salmon,Mackerel,Saury,Sea.bream,Yellowtail,Cuttlefish,Octopus,Shrimps...lobsters,Crabs,Other.raw.fish,X.Sashimi...mixed.set,Short.necked.clams,Fresh.water.clams,Oysters,Scallops,Other.shellfish,Salted.salmon,Salted.pollock.roe,X.Shirasu.boshi...dried.young.sardines,Dried.horse.mackerel,Other.salted...dried.fish,X.Agekamaboko...fried.fish.paste.patties,X.Chikuwa...baked.fish.paste.bars,X.Kamaboko...steamed.fish.paste.cakes,Other.fish.paste.products,Bonito.fillets...fish.flakes..dried,Pickled.fish,Fish.prepared.in.soy.sauce,Canned.fish,Other.in..Other.processed.fish.,Beef,Pork,Chicken,Mixed.ground.meat,Other.raw.meat,Ham,Sausages,Bacon,Other.processed.meat,Fresh.milk,Powdered.milk,Yogurt,Butter,Cheese,Other.dairy.products,Eggs,Cabbage,Spinach,Chinese.cabbage,Welsh.onions,Lettuce,Broccoli,Bean.sprouts,Other.leafy.vegetables,Sweet.potatoes,White.potatoes,Taros,Radishes,Carrots,Burdocks,Onions,Lotus.roots,Bamboo.shoots,Other.root.vegetables,String.beans,Pumpkins,Cucumbers,Eggplants,Tomatoes,Green.peppers,X.Shiitake...Japanese.mushrooms..fresh,X.Shimeji...mushrooms,X.Enokitake...mushrooms,Other.mushrooms,Other.in..Other.vegetables.,Beans,X.Shiitake...Japanese.mushrooms..dried,Dried.laver,X.Wakame...seaweed,Dried.tangle,Other.dried.vegetables...seaweeds,Bean.curd,Fried.bean.curd,X.Natto...fermented.soybeans,Other.soybean.products,X.Konnyaku...devil.s.tongue.jelly,X.Umeboshi...pickled.plums,Pickled.radishes,Pickled.chinese.cabbage,Other.pickled.vegetables,Tangle.prepared.in.soy.sauce,Other.vegetables...seaweeds.prepared.in.soy.sauce,Other.in..Other.processed.vegetables...seaweeds.,Apples,Mandarin.oranges,Oranges,Other.citrus.fruits,Pears,Grapes,Persimmons,Peaches,Watermelons,Melons,Strawberries,Bananas,Kiwi.fruits,Other.fruits,Processed.fruits,Edible.oil,Margarine,Salt,Soy.sauce,X.Miso...soybean.paste,Sugar,Vinegar,Worcester.sauce,Tomato.ketchup,Mayonnaise...mayonnaise.flavor.seasoning,Dressing,Jam,Instant.curry.mix,Instant.dried.soup,Soup.stock,X.Furikake...granular.flavor.seasonings,X.Tsuyu.....Tare...liquid.seasonings,Other.seasonings,X.Yokan...sweet.bean.jelly,X.Manju...bean.jam.cakes,Other.fresh.Japanese.cakes,X.Kasutera...sponge.cakes,Cakes,Jelly,Puddings,Other.fresh.cakes,X.Senbei...Japanese.crackers,Biscuits,Fried...salted.snack.crackers,Candies,Chocolate,Chocolate.snacks,Ice.cream...ice.sherbet,Other.cakes...candies,Packed.lunch,X.Sushi...packed.,X.Onigiri...others,Bread.like.sandwiches.put.cooked.food.between.bread,Other.cooked.food.with.rice..bread.or.noodles,X.Kabayaki...broiled.eels,Salad,Croquettes,Cutlets,Fried.food,Shao.mais,Jiao.zi,X.Yakitori...grilled.chickens,Hamburg.steak,Frozen.food,Food.stuff.for.cooking,Others.in..Other.cooked.food.,Green.tea,Black.tea,Other.tea.leaves,Tea.beverages,Coffee,Coffee.beverages,Cocoa...cocoa.beverages,Fruits...vegetable.juice,Carbonated.beverages,Fermented.lactic.beverages,Lactic.beverages,Mineral.water,Sports.drinks,Other.in..Other.beverages.,X.Sake.,X.Shochu...distilled.spirits,Beer,Whisky,Wine,Low.malt.beer...beer.flavored.alcoholic.beverages,X.Chu.hi...liquor.with.soda...fruit....cacktail,Other.alcoholic.beverages,X.Soba....Udon...Japanese.noodles,Chinese.noodles.1,Other.noodles.1,X.Sushi...eating.out,Japanese.meals,Chinese.meals,Western.meals,Broiled.meat,Hamburgers,Other.meals,Other.refreshments,Drinking,School.lunch
OKAYAMA,947976,15917.66667,10544.33333,24955,3357,1798.333333,1295,4261.666667,5675.666667,2338,484.3333333,653.6666667,1800.333333,3803.333333,1745,923.3333333,302.6666667,1645.333333,917,4568.666667,764.3333333,404.3333333,1257,3186.333333,1699.333333,1047.666667,3084,941.6666667,7016.333333,2585,343.3333333,259,1312.333333,869.6666667,257.6666667,1940.666667,1225.666667,871.6666667,247.3333333,5765,1968,1832.666667,2279.666667,1139.666667,707.6666667,1496.666667,586.3333333,1868,3185.666667,22721,30526,19027,4588.333333,3725,3646,7154.666667,2338.666667,2245.666667,15684,863,12554.66667,1232.666667,5985,708.3333333,10577.66667,2756.666667,1688.333333,1304.666667,3082.333333,2015.666667,2088.666667,1025.666667,5096.333333,1280.333333,2500.666667,421.3333333,1219,2270.333333,949.6666667,3755.333333,790.3333333,317.6666667,2317.333333,1049.333333,1144.666667,2528.666667,1467.666667,6821.333333,1799,1560,1578,1248,1867,4344,270.6666667,230,2305,1070.666667,434,2376,4428.333333,2658,3386,781.6666667,1357.666667,1043.333333,889,484.3333333,3475.333333,878.3333333,271.6666667,2124.666667,3618.333333,3770.666667,473.6666667,1738,1266,5026.333333,622.6666667,3521,1077.333333,595,2951.333333,5792.666667,1592.666667,3767.666667,3236.333333,4024.666667,703.6666667,369,1618.333333,1606.666667,1015.333333,610.3333333,971.6666667,610,1386,1950.666667,1339.666667,1314.666667,4258,2392.666667,1824.333333,5022.666667,13432,556.3333333,1395.666667,8398.333333,628.6666667,8491,2241.333333,1779.333333,11620.66667,4901,5008.666667,6945,2501.666667,6889.666667,2418.333333,11510.33333,23383.66667,19487.33333,13256.33333,6513,6045.333333,18944.33333,2251.333333,5472.333333,1855.333333,1917.333333,11865.66667,748.6666667,1778.666667,2496,1313,9029.666667,2312,37042.33333,1655,819,1706.666667,6899.666667,7867.333333,5709.666667,401.3333333,7371.333333,6954.333333,5067.666667,3964.333333,3408.333333,1885.666667,9004.666667,4084.333333,6299,8038.333333,1449,1645.666667,10832,5210.666667,1135.666667,6760,6969.666667,2669.333333,12072,18013.33333,3560.333333,7385.333333,9903.333333,5913.333333,50254.66667,7333.666667,8248.666667,13521.33333
HIROSHIMA,990979,18881,11155,24559,3232.333333,1914,1551,4557,5690,2585,573,713.6666667,1383.666667,3632.666667,1896.666667,1301.333333,421.3333333,1410.333333,868,4784.333333,637.3333333,377.3333333,1462,2975.333333,1840,1287,3178,1149.666667,6142.666667,3701,536,164,2019,796,451.6666667,1434.333333,1459.333333,732.3333333,235.6666667,6001,2081.666667,1858,2924,1166,693.6666667,1583.333333,518,2375.333333,3584,27192.33333,32174,19452.66667,4245.666667,4123.666667,5232.666667,7974,2459.333333,3277.666667,14887.66667,856.6666667,13637.66667,1514.666667,6467,809.6666667,12132,3015,1849.666667,1280.666667,3594.333333,2351,2452.666667,1026.333333,6079.333333,1113,2971,593,1420.666667,2387.666667,926,4037,1053.333333,538.3333333,2564,1348,1371,3100,1666.333333,6874.333333,2156.333333,1813.333333,2010.333333,1226.666667,2066.333333,3785.333333,344.6666667,325.6666667,2970.666667,998,647,2533.666667,4598.333333,2459.666667,3335.333333,885.6666667,1525,1093.333333,1014.666667,632.6666667,3783.333333,918,333,2077.666667,4077,3033,478.3333333,1892,864.3333333,3086.333333,831,862.3333333,1258.333333,640.6666667,2901,5628,1636.333333,3786.666667,3493.333333,5101.333333,693.3333333,436.6666667,1806.333333,1957.666667,960.6666667,622.3333333,1233.333333,665.3333333,1570.666667,2146.666667,1307,1373,3814.333333,2292.333333,1821.666667,5361,13635.33333,385,807.6666667,9340.333333,579.6666667,8415,2391.333333,1501.666667,10144,4210,5309.333333,6264.333333,2649.333333,7503.666667,2463.666667,10826,21168.33333,19578.66667,14828.33333,6289,6426,22626,1786.333333,6370,2007.666667,1885,13092.33333,828.6666667,1783,2380,1109.666667,9228.333333,9193,35529,1622.333333,790.6666667,1744,6482.333333,7917,5544.333333,358,8038.666667,8286,4148.666667,3425.333333,4003.333333,1690,7064,4520.333333,7195.666667,14298.33333,1525.666667,4397,10800.66667,5010.666667,1606.333333,6878,6139.333333,2944.333333,14176.33333,23571.33333,3511,8046.333333,7526.666667,7372.666667,45235,7084.333333,10942,8855
YAMAGUCHI,931268,18234,10031,20829,3742,2077.666667,1211,3427.333333,5532.333333,2650,449.3333333,771.6666667,1329.333333,3259.666667,1418.333333,2608,631.6666667,1123.333333,1607,4642.666667,1015.666667,320.3333333,1830.333333,4591.666667,2272.666667,1074.666667,2918.666667,1131.666667,7411.333333,3554,411.3333333,251.3333333,733.6666667,858,429.6666667,1532.333333,1645.333333,956,578.6666667,7372,2299.666667,2333.333333,4165,1400.666667,667,1455.333333,450,2367.333333,2949,29095,28500.66667,18427.66667,4051.666667,3210.666667,4393,7720.333333,2791.333333,2769.333333,15418.66667,527.6666667,13354.33333,1424.333333,5882.333333,666.3333333,11470,2468,1512,1251.666667,3139.666667,2228.333333,1690.666667,978,4829,980.3333333,2525.333333,606,1297.666667,2390.666667,1200.666667,3627,940,378.3333333,2372.333333,1048.666667,1387,2871.333333,1639.333333,6111.333333,1668.666667,1900.666667,2108.333333,1353,1827.666667,2516,405.3333333,284,2816.666667,1268.666667,760,2902.666667,4789,2581.333333,3580.666667,703,1481.666667,1046,1011.333333,759.3333333,3568,968,602.6666667,1801.333333,4648,3580,357,2000.666667,2586,3539,556.3333333,689.6666667,1419,728.3333333,3305.333333,5628,1378.333333,2819.333333,3165,4937,633,484.3333333,1860.666667,2216,1321.666667,753.3333333,903,679.3333333,1552.333333,1789,1093.666667,1411.666667,3863.666667,2403.666667,2193,5215.333333,12941.66667,426,1281,11387.33333,754.3333333,7653.333333,2161.333333,2001,9974,5642.333333,5017,6876.666667,2270.333333,7172.333333,2823.333333,10490.66667,16426.66667,20702.66667,14088.66667,4812.666667,7441.666667,17236.66667,1817.666667,4820.333333,1688,1675.333333,12339.66667,649,1721.333333,1870,1589.666667,10981.33333,5047,29737.66667,2019.666667,621.6666667,1858.333333,6695.666667,8023.666667,5206.666667,400.6666667,7084,7561.666667,3753.333333,3260.333333,3333.333333,1806.333333,7199.333333,5006.666667,8425.333333,12065.33333,2020,2751,11374.66667,5034.333333,1255.666667,6431,4747,1643.333333,13850,22211.33333,3173.333333,11431.33333,8574.333333,5313.333333,21281.66667,5345.666667,8067,14773.66667
TOKUSHIMA,948476.6667,18423,10708.66667,23007.66667,3250.666667,2677.333333,1094,3243.666667,5017.333333,2062.333333,431.3333333,625,1388.666667,3722.666667,3312,772,208.3333333,2337,472,5041.666667,669,303.3333333,1443,4041.666667,1695.666667,996.6666667,2706,1391,5589,3672.333333,515,318,622.3333333,545.3333333,275.3333333,1987,1073,921.3333333,209,7457.333333,2848,3030.333333,2453,1319.333333,905.3333333,1607.666667,755,2102,2715.666667,28925.33333,27096.66667,17070,3832.333333,3035,3856,6343.333333,2207.333333,1986,15102,905.3333333,12282,1261,4915,591,10227.66667,2576,1577,1425.666667,2863,2144.333333,1869.666667,996.3333333,5024.333333,2117.333333,2395.666667,441.6666667,1379.666667,2145.666667,610,3598.666667,894.6666667,489.3333333,2335.666667,1277,1191,2786.333333,1709,6865.666667,1799.333333,2181.333333,1753,1287.333333,1471.666667,3732.333333,369,191,3616.666667,1688.333333,736.6666667,2299,5932.333333,2508.666667,3045.666667,949.3333333,1499.666667,1092.333333,1058,571.6666667,3976.666667,885,359.3333333,2074.333333,4489,3918,497.6666667,3005.666667,1809.333333,3539.333333,749.3333333,749.3333333,1390.666667,762,4369,5313.666667,1779.666667,4301.333333,3466.666667,4392,508.6666667,341.3333333,1787,2286,1013,644.6666667,877.3333333,625.6666667,1421,1901.666667,1123,1213.333333,3469,2432,1455,5479.333333,12221.33333,416.6666667,1021.333333,9173.333333,793.3333333,7530.666667,1509,1512.333333,9822.666667,4284.666667,4299.333333,5225.333333,2132,6275.333333,2295,9450,20721.33333,16375.66667,17061.33333,4844.666667,6514.333333,16492,2632,5309.333333,2117,2245.666667,13496.33333,759,1795.333333,2933.666667,1458.666667,8904.666667,4926,38149.66667,2233.333333,753,1420.333333,6803,8187.666667,4864.333333,288.3333333,7188.333333,7407,4156.333333,3634.666667,4041.666667,2116.333333,8069.333333,4682.666667,5698.333333,9986,1843.666667,2850.333333,8335.333333,4091.333333,1522.333333,7111.333333,5694,1915.333333,14083,24020,4658.333333,9013,6631.666667,7544,47549.66667,7254,8082.333333,13541
KAGAWA,944594.3333,16106,11643,20156,6294.333333,3420.333333,1135,3858.666667,4712.666667,2428.333333,455.3333333,655,1551.333333,3218,2058.666667,1311.333333,329,2261,986.3333333,4643.333333,924,460.6666667,1575.333333,4527.333333,1821.333333,1281.666667,3433.333333,1535.666667,5889,2925.666667,442,297.3333333,1572.666667,955.6666667,203,1608.666667,1221.333333,980,257,6907,3763.666667,2058,2995.666667,1471,904.6666667,2390.666667,708,2239,2912.333333,25899.33333,27902.33333,17754.66667,3766.333333,4003.666667,4827.333333,6733.666667,2151.666667,2006,15345.33333,890,12050,995.6666667,5067.666667,699.3333333,10261.66667,2386.666667,1919,1393.333333,2883.666667,2137.333333,1884.333333,967,5327.666667,1186.666667,2458.666667,479,1382,2255.333333,935.6666667,3401.666667,927.3333333,494.6666667,2544.666667,1284.666667,1354.333333,2690,1879.333333,5720.666667,1754.333333,1959.333333,1979,1142.333333,1904.333333,2300.333333,351,191.6666667,2463.666667,1254.666667,780.3333333,2534.666667,5765,3519,3024,1053,1693.666667,1468.666667,1024.333333,596,3826.666667,1064.333333,416.3333333,2104.666667,4428,4180.666667,556.6666667,2557.666667,1851,3813,966,1365.333333,1387,536.3333333,3755,5780.666667,1501.333333,3616.666667,3115.666667,4374.666667,647.6666667,427,1870,1978.666667,1273.666667,817,904.6666667,585,1410,2074,1175.666667,1284,3798,2376.666667,1482.333333,5651.333333,12390.66667,592.6666667,1505.333333,10148.33333,923,7449.333333,2246,1601,10222,6028,4649.333333,6420.333333,2346,6306.333333,2373,9502,16664.66667,17554.33333,15169,4975.333333,6302,15627.66667,2489.333333,5105,2238,2118.333333,12885,679.6666667,1838.666667,1772.666667,1419,8779.666667,4070.666667,31737.33333,2224.333333,681.3333333,1552.666667,7788.666667,7337.666667,5927.333333,433.3333333,7295,7596.666667,3814.333333,2862,4590,1609.333333,7737,4829.333333,6079.666667,10761.33333,1991.666667,2317.333333,10854.33333,4554.333333,822.3333333,15344.66667,6418.333333,2897.666667,14263,32641,5676,14767.66667,9112.666667,5634.666667,20540.66667,7234.333333,11420.33333,9405.333333
EHIME,864264.6667,17237.33333,9258,23869,3505,1990.333333,1342.666667,4043.333333,4682,2238,526.3333333,723,1432,3092.666667,1743,1623.333333,666,2032.666667,565.3333333,4845.333333,1018.666667,486.6666667,2280.333333,3030.333333,1875.333333,1161,3355.333333,1438.333333,7984.333333,2804,484.6666667,191,924,826,223,1210.333333,1165.333333,1171.666667,313.3333333,7028,3243,2849,3100,1300.333333,831.3333333,1005.333333,424,2018,2584.333333,27487.33333,30630.66667,17693.66667,4029.666667,3187.666667,4699.666667,6660,2123.666667,2685.666667,14224.66667,608.3333333,11164.66667,1026,4579.666667,551.6666667,11166.33333,2824,1561.666667,1312.333333,2783.333333,2240,1912.666667,1028.333333,5003.666667,1106,2566.333333,747.3333333,1273.333333,2337,1092,3592.333333,1130,417.3333333,2768.666667,1365,1308.333333,2741,1596.333333,6207,1620.333333,1523.666667,1752,1224,1498.666667,4370.666667,320,182.6666667,2585,1104.333333,506,2516.666667,5343.666667,2547.333333,3035.666667,749.3333333,1647,981,921.6666667,330.6666667,3163.333333,755,271.3333333,1944.333333,4023.666667,4589.666667,124.3333333,5891,1371.666667,3378.333333,1000.666667,665,1249,696.6666667,2772,5419,1385.666667,3922.333333,2965.666667,4490,642,361.3333333,1747.333333,2031.666667,1134.333333,804,982.3333333,589,1596.333333,2011,1035.333333,1448.666667,3029.666667,2210,1809.666667,5415.333333,12745.33333,608.3333333,642.6666667,8614.666667,545,6648.333333,1881.666667,1357.333333,8771,4597.333333,3215,4739,1777.666667,6022,2059.666667,10211.33333,23424,13802,14882.33333,3832.666667,3564.333333,14363.66667,1823.666667,3587.666667,1877.666667,1472.666667,11089.33333,570.6666667,1630.666667,1694.333333,986.6666667,8199.333333,2310.333333,34737.33333,2083,495.6666667,1151.666667,4585.333333,7488,4121.666667,323.3333333,6634.666667,6358,5031,2235,3354,1584,7909.333333,3729.333333,5324,10612,1993.333333,1420.333333,9881.333333,4234.333333,952,5806.333333,3979,1016.666667,9422.333333,13934.66667,2275.666667,3415.333333,6260,4988,39125,3971,6070.333333,9351
KOCHI,969519.3333,19117,11375.33333,20205,3481,1485.333333,1124.666667,3224.333333,6270,2804.666667,418.3333333,526,1040.333333,3153.333333,3969.666667,989.6666667,246,7541,330,3913,854,202,1604.333333,3640.666667,1944,1147.333333,2704,1564,4314.666667,1258,591,231,710.6666667,909.3333333,339.3333333,1632.666667,958.6666667,2739.666667,801.6666667,6645.333333,3249.666667,2320.333333,3725.666667,1395,1153,1409,369.3333333,2216.333333,2962.333333,22733,26765,17141.66667,4045.666667,3326,3400.333333,6976.666667,2020,2565,12463,1994,12376,934,4474.333333,431.6666667,13126.66667,2801,1750,1461.333333,2907,2436,1981.333333,980,5717.333333,1163.666667,2231.333333,482.6666667,1322.666667,2026.333333,812.6666667,3317,491.6666667,749.3333333,2288.333333,1313,1367.666667,2920.666667,1475,8605.333333,1733.666667,1707.666667,1476,1347.333333,1591,3023.666667,233,182,2288,1214.333333,604.6666667,2186.666667,5137,2335.333333,2858.333333,697.6666667,1741.666667,924.6666667,1348,1809,2208.666667,885,339,2097,3700.666667,4513,304.3333333,4571.666667,2515.333333,2648.333333,719,681,1416.666667,1111.666667,3582.666667,4847.666667,1742,3393.333333,2493.333333,3845.666667,614,401.6666667,1539,1956.333333,960,639,848.6666667,686.6666667,1437.333333,2170,1003,1373,3718,2527.333333,1852.666667,6093.666667,11744,838.3333333,971.3333333,8270.333333,792,8966,2135.666667,1887.666667,10091.33333,3877.333333,6090.333333,7326,2212,7114.333333,2718.666667,11292.66667,16688.33333,25906,16889.33333,6315.666667,5888.333333,19337.66667,2035.333333,5810,1987.666667,1564,14538.33333,501.6666667,1464.333333,2211.333333,1576.666667,12394.66667,5087.666667,31083.33333,1780.333333,555,1577.666667,7316,6261.333333,5885.333333,377.6666667,7691.333333,7063.333333,4789,3268,3128.333333,1604.666667,8449,3569,4322,9232,2159.666667,2563.666667,16017,5892.666667,1185.333333,6560,8787,2495.666667,16590,24484.66667,5425,12895.66667,13793.33333,7507.666667,30085.66667,5943.666667,20488.33333,12112.33333
FUKUOKA,976208,19986,9883.666667,24897,2782,1751.333333,1454.666667,3806.333333,4766.666667,2556.666667,652.3333333,641.3333333,1652,3801.666667,1389,1237.333333,596,841.3333333,813,4200.333333,950,264,1782.333333,3332.333333,1666.666667,924.6666667,2952,1150,7098.333333,5995.666667,409.3333333,97.66666667,629.6666667,720,342.6666667,999,4647,683,392.3333333,6294.666667,2145.666667,1632.333333,2471.333333,1158.333333,648,2087.333333,495.6666667,2263,3312.666667,26316.66667,31138.33333,22143,3791.666667,3906.666667,4210.333333,6852.666667,2569.333333,2807.666667,14160,1376.666667,12031.66667,1268.666667,6806.666667,596.3333333,11223.33333,2997,1538.333333,1207.333333,2983,2315.333333,1950,1036,5953,1436,2960.333333,788.6666667,1336.666667,2299.666667,1036.666667,4076.333333,804.6666667,716,2869,1328.333333,1318.666667,3007.666667,1805,7182.666667,2146,1667.333333,1603.666667,1235.333333,1842.333333,6603.666667,475.6666667,499.3333333,3017,1349,697.6666667,2940.333333,4375.666667,2303.333333,4287,729.3333333,1421.666667,1100,966.6666667,500,4096.333333,790.3333333,359.6666667,1889.666667,4750.333333,3313,376.3333333,1537.333333,1794.666667,2574.666667,1242.333333,855.6666667,1236.666667,462.6666667,3533,4744.333333,1782.666667,4540.666667,4023.666667,4711,559,446.3333333,1760.666667,2154,1121,737.6666667,772,731.3333333,1524,2182.666667,1183.333333,1280.333333,3615.333333,3539.666667,1928,4917.333333,13362,648.3333333,1087.666667,9059.333333,692.3333333,8306.333333,2005.333333,1548.666667,8520.333333,4097.666667,4232,5886.333333,2399.333333,6726.666667,2319.333333,11421.66667,26766.33333,21947.66667,12808.66667,5184.666667,6098,16470.66667,1733.333333,3740.666667,1614.666667,1694,10583.66667,732,2055.333333,2056.333333,1495.333333,7827,1815.666667,34493.33333,3206,868.3333333,1698.333333,6555.333333,7728.333333,4516,374.6666667,7634.333333,7255,3066.666667,2077,4116.666667,986.6666667,8686.666667,5336,7973.333333,9625.666667,1871,4382.333333,9427,4971.666667,1530,6751,6181,2066.333333,12459.33333,20163.66667,3871,9260,6964,7107.666667,54532,7581.666667,13826.33333,13895.66667
SAGA,913685,19867.66667,9056.666667,20078.33333,2644.666667,1923.333333,1179.666667,3131,5249,2886.666667,441.3333333,560.3333333,1400.666667,2741,1956,1710.666667,533.3333333,765,1583.333333,5161.333333,835.3333333,285,2015.333333,3570.666667,1684.666667,680,3045,1443.666667,5564.333333,4289.666667,465,184.3333333,611.6666667,699.6666667,196.6666667,1707.666667,2102.666667,657.6666667,347,5465.666667,3557,2472.333333,2954,1455,892,2196.666667,406.3333333,2247.333333,2569.333333,26217,29569,19397.33333,3959,3283.666667,4914,6785.666667,2324.333333,3022.666667,13249.66667,780.3333333,12458.33333,1003.666667,5253,435,11024,2924,1689,1356,2998.666667,2032.666667,1772.333333,1196,4518.333333,1198.666667,2683.666667,763,1229,2226,1266.666667,4153.666667,1056.333333,654.3333333,2642,952,1185.333333,3129,1857,7590,1903.333333,1785.333333,1722,1345.666667,1592,3335.333333,490,384.3333333,5227,1095.333333,619,2661,5114.333333,3147.333333,3971.333333,741.6666667,1641.333333,954.6666667,1134.333333,557.6666667,4072.666667,987.3333333,386.3333333,2128.666667,4134.666667,3166.666667,240.3333333,1692,1873,1913.333333,712.6666667,581.6666667,1185,557,2691.333333,5349.333333,1507,2666.333333,3744,4180.666667,575.3333333,397.3333333,1974.333333,2147,1287.666667,762,625.6666667,611,1557.333333,2085,1037.666667,1458.666667,3709,2545.666667,1719,5235,12223,1249.666667,1067.333333,8780,854.6666667,6935.666667,1958,1770,8509,4056.333333,4751,6782.666667,2739.333333,6014.666667,2464.666667,10728.33333,18336,17213,13443,4986.666667,6944.666667,16662.66667,2094.666667,4787,1742.666667,1615.666667,12341,1033,1824.333333,1778.666667,1577.666667,12717.33333,4772.666667,31204.33333,4936,543.6666667,1621.333333,6728.666667,6235.666667,4603.333333,299,6336.333333,8020,4645.333333,2832.666667,2991,1385.666667,7672.666667,5289.333333,7197.333333,10076.33333,1706.333333,2582,11327,3378.333333,1062,7008.333333,6619,1978.333333,12788.33333,31085.66667,3296,12854,8980.333333,5156.333333,19201.33333,5429.666667,9913.333333,8801.333333
NAGASAKI,928614.3333,25454.33333,9801,24075.33333,2794.333333,2119.666667,1264,4329.666667,5718,2215.666667,511,620.3333333,1457,2887.666667,1268,2442,665.3333333,1046.333333,442,5030.666667,840,215.6666667,1769,4297.666667,1863.333333,871,3400.333333,1924.333333,8642,5360.333333,442.6666667,156.6666667,683,885,281,1036.666667,1648.333333,571.6666667,629.6666667,6520.666667,4106.666667,2236.666667,5756.333333,2109.333333,733.6666667,1863.666667,431.3333333,2229.333333,3064.666667,23218,30844.33333,18188.33333,4704,3228.333333,4264.666667,7757.666667,2928.666667,2910,13780,569,11213.66667,1090.333333,5716.333333,498,12149.33333,3441,1448.666667,1317,2647.333333,2227,2072.666667,1207.666667,4878,1291,2969,742,1428.666667,2126,1069.333333,4020.666667,797.6666667,662.6666667,3047,1298.666667,1332.666667,3217,1630.333333,7499.333333,1935.666667,1780,1732.333333,1085.666667,1695,6724.333333,364.6666667,479.3333333,3360,1388.666667,1080.333333,2737,4868.333333,2821,3974.333333,847.6666667,1528.333333,1600.666667,1172.666667,622.3333333,4111.666667,997.6666667,397.3333333,2215.333333,4694,3728,228,1497,1405.333333,2429.333333,1168.666667,816.3333333,1435,734,3114.333333,5956.333333,2063.333333,6070.666667,3048.333333,4932.666667,695,369,1982,2660.333333,1279.666667,687.6666667,712.6666667,720,1586.666667,2280.666667,1187.333333,1329,3753,2742,1889.333333,4881.666667,13007.66667,449.3333333,1233,8196,5017.333333,6363.333333,2522,1364,8153,4032.666667,3960,5594.666667,2656.666667,5689.333333,1834.333333,10635,21942.33333,18848.33333,13270.33333,4793.666667,5307.333333,16515.33333,2316,3938,2100.333333,1719,13296.33333,571.3333333,2048,1943.333333,1646.666667,8473.333333,4417,39822.66667,5039.666667,652,1377,6822.666667,6621.666667,4015.666667,323.6666667,7662.666667,6442.333333,5121.333333,2711,3561,1223.333333,7178.666667,4024.333333,7210.666667,9800.333333,1489.333333,2187.333333,8480.666667,3412.666667,923.3333333,3844,4657.666667,1846.666667,9465,14453.66667,2489,5790,4387.666667,4222,43145.66667,4956.333333,6230.333333,7422.333333
KUMAMOTO,942704.3333,21074,8808.333333,19919.66667,2470,1844.333333,1394.666667,3236.666667,5046.666667,2720.333333,542.6666667,675.3333333,1221.666667,3223.333333,2160.666667,1170,442.3333333,1089.666667,544.3333333,4254.333333,725.6666667,212,2321,2913,1581,885.3333333,3172.666667,479.3333333,6125.333333,5105.666667,399,49.33333333,496.3333333,721.3333333,265,911.6666667,2125,639.6666667,221,5570.333333,1892.333333,1974,2306,1009.666667,680.6666667,1408.333333,528.6666667,2219.666667,2459.333333,26483,30612,20690.66667,4854,5591,3986,7741.333333,2948.333333,2894.666667,14254,622.3333333,10519.66667,1334.666667,6128,523,12101,3019.666667,1318.666667,1092.333333,2561,2100,1923.666667,1142.333333,4992.666667,1013.333333,2575.333333,947,1208,2121.666667,985,3999,699.6666667,392,2654.666667,1131.666667,1177,3264.666667,1534.333333,7083.666667,2094.333333,1719.666667,1705.333333,1307.333333,1791.333333,4021,423,349.3333333,2670.666667,1253.333333,523.6666667,2488,4572,2961.666667,5136,604.6666667,1433,1114.666667,787.6666667,405.6666667,3592.666667,782.6666667,485.6666667,1940.666667,3191,2778.333333,257.6666667,2975,1265.666667,2291.333333,659.3333333,427,1898,1215.666667,2540,4664.333333,1559,3254.666667,3196.666667,4665.333333,536.6666667,424,2073.666667,2630.666667,1087,812,774,750.6666667,1791.333333,2336.666667,920,1496.333333,3726.333333,2511.666667,2054,4662.666667,13091.66667,548.3333333,1206.333333,8431.333333,610.6666667,8924,2026.666667,1650.333333,8067,3846.333333,4365.666667,6505,2092.666667,6608.333333,2550.666667,10959,23107.66667,22184.66667,12619.66667,4568.333333,6547.666667,16356.66667,1422.666667,4778.333333,1493.666667,1583.666667,12123,613.6666667,1877,1949.666667,1476.666667,11064,3860.333333,34163.33333,3935.333333,636,1554,6795.333333,6537,4510.333333,256,6592,6906.333333,5335.333333,2279.666667,3163.666667,1389.333333,7761,3899.666667,7347.333333,10274.66667,2340,4627.666667,12858.66667,3746.333333,1421,5109,5565,1903.666667,13932.33333,20300.66667,3363,8056.666667,7533,7519.666667,47898.33333,5733.333333,12277.33333,15028
