Prefecture,Food,Rice,White.bread,Other.bread,Non.dried..Udon...Soba.,Dried..Udon...Soba.,Pasta,Chinese.noodles,Cup.noodles,Instant.noodles,Other.noodles,Wheat.flour,X.Mochi...rice.cakes,Other.in..Other.cereals.,Tuna.fish,Horse.mackerel,Sardines,Bonito,Flounder,Salmon,Mackerel,Saury,Sea.bream,Yellowtail,Cuttlefish,Octopus,Shrimps...lobsters,Crabs,Other.raw.fish,X.Sashimi...mixed.set,Short.necked.clams,Fresh.water.clams,Oysters,Scallops,Other.shellfish,Salted.salmon,Salted.pollock.roe,X.Shirasu.boshi...dried.young.sardines,Dried.horse.mackerel,Other.salted...dried.fish,X.Agekamaboko...fried.fish.paste.patties,X.Chikuwa...baked.fish.paste.bars,X.Kamaboko...steamed.fish.paste.cakes,Other.fish.paste.products,Bonito.fillets...fish.flakes..dried,Pickled.fish,Fish.prepared.in.soy.sauce,Canned.fish,Other.in..Other.processed.fish.,Beef,Pork,Chicken,Mixed.ground.meat,Other.raw.meat,Ham,Sausages,Bacon,Other.processed.meat,Fresh.milk,Powdered.milk,Yogurt,Butter,Cheese,Other.dairy.products,Eggs,Cabbage,Spinach,Chinese.cabbage,Welsh.onions,Lettuce,Broccoli,Bean.sprouts,Other.leafy.vegetables,Sweet.potatoes,White.potatoes,Taros,Radishes,Carrots,Burdocks,Onions,Lotus.roots,Bamboo.shoots,Other.root.vegetables,String.beans,Pumpkins,Cucumbers,Eggplants,Tomatoes,Green.peppers,X.Shiitake...Japanese.mushrooms..fresh,X.Shimeji...mushrooms,X.Enokitake...mushrooms,Other.mushrooms,Other.in..Other.vegetables.,Beans,X.Shiitake...Japanese.mushrooms..dried,Dried.laver,X.Wakame...seaweed,Dried.tangle,Other.dried.vegetables...seaweeds,Bean.curd,Fried.bean.curd,X.Natto...fermented.soybeans,Other.soybean.products,X.Konnyaku...devil.s.tongue.jelly,X.Umeboshi...pickled.plums,Pickled.radishes,Pickled.chinese.cabbage,Other.pickled.vegetables,Tangle.prepared.in.soy.sauce,Other.vegetables...seaweeds.prepared.in.soy.sauce,Other.in..Other.processed.vegetables...seaweeds.,Apples,Mandarin.oranges,Grapefruits,Oranges,Other.citrus.fruits,Pears,Grapes,Persimmons,Peaches,Watermelons,Melons,Strawberries,Bananas,Kiwi.fruits,Other.fruits,Processed.fruits,Edible.oil,Margarine,Salt,Soy.sauce,X.Miso...soybean.paste,Sugar,Vinegar,Worcester.sauce,Tomato.ketchup,Mayonnaise...mayonnaise.flavor.seasoning,Dressing,Jam,Instant.curry.mix,Instant.dried.soup,Soup.stock,X.Furikake...granular.flavor.seasonings,X.Tsuyu.....Tare...liquid.seasonings,Other.seasonings,X.Yokan...sweet.bean.jelly,X.Manju...bean.jam.cakes,Other.fresh.Japanese.cakes,X.Kasutera...sponge.cakes,Cakes,Jelly,Puddings,Other.fresh.cakes,X.Senbei...Japanese.crackers,Biscuits,Fried...salted.snack.crackers,Candies,Chocolate,Chocolate.snacks,Ice.cream...ice.sherbet,Other.cakes...candies,Packed.lunch,X.Sushi...packed.,X.Onigiri...others,Bread.like.sandwiches.put.cooked.food.between.bread,Other.cooked.food.with.rice..bread.or.noodles,X.Kabayaki...broiled.eels,Salad,Croquettes,Cutlets,Fried.food,Shao.mais,Jiao.zi,X.Yakitori...grilled.chickens,Hamburg.steak,Frozen.food,Food.stuff.for.cooking,Others.in..Other.cooked.food.,Green.tea,Black.tea,Other.tea.leaves,Tea.beverages,Coffee,Coffee.beverages,Cocoa...cocoa.beverages,Fruits...vegetable.juice,Carbonated.beverages,Fermented.lactic.beverages,Lactic.beverages,Mineral.water,Sports.drinks,Other.in..Other.beverages.,X.Sake.,X.Shochu...distilled.spirits,Beer,Whisky,Wine,Low.malt.beer...beer.flavored.alcoholic.beverages,X.Chu.hi...liquor.with.soda...fruit....cacktail,Other.alcoholic.beverages,X.Soba....Udon...Japanese.noodles,Chinese.noodles.1,Other.noodles.1,X.Sushi...eating.out,Japanese.meals,Chinese.meals,Western.meals,Broiled.meat,Hamburgers,Other.meals,Other.refreshments,Drinking,School.lunch
OKAYAMA,927279.3333,17970.66667,10060,26342,3372.333333,2407.333333,1283,3781.666667,4493.666667,1934.666667,540.3333333,534.3333333,2176.333333,3138,1986,1195.666667,557.3333333,1492.666667,1190.666667,4620,1235.666667,927.3333333,1064,3663.333333,1977.333333,1427.333333,3235,1224.666667,8655.666667,4037.666667,767.6666667,317,1333,663.3333333,364.3333333,2086.333333,1757,1066.333333,270.3333333,6470.666667,2048.666667,1773.666667,2445.333333,982.6666667,760.3333333,1504,612.3333333,1915.333333,2715.333333,23010,29854.66667,17021.66667,3684.666667,3228.333333,3859,7217.333333,2475.666667,1648,16617.33333,658.6666667,12358.66667,1099,5451,554.6666667,8151.333333,3050.666667,1952.666667,1564.333333,3335.333333,2197.666667,2209,1062.666667,5979,1189,2409.666667,476.6666667,1582.666667,2384.666667,1141,3049.333333,1042.333333,348.6666667,2781.666667,1420.333333,1204.333333,2541,1424,6991.333333,1952,1848,1762,1236.666667,1844,3335.666667,377.3333333,206.6666667,2352.333333,1532.333333,689.6666667,2563,4850.666667,2891.666667,3498,874.6666667,1611,1183.333333,751,444.3333333,4211.666667,904,288.6666667,1575.333333,3781.333333,3919,163.3333333,597.3333333,2064.666667,1111,4410,840,3311.333333,1186.333333,586.3333333,3167,4915.333333,1507,3164,2538.666667,3568.333333,690.6666667,386.6666667,1808,1796.666667,955.6666667,861,950,628.3333333,1194,2021.666667,1248,1403.666667,3400.333333,2281.666667,1773.666667,4843,12169.33333,598,2055.666667,8563,597,6907,2379,1531.333333,8014,4205,3640.666667,4564.666667,1952,6482,1636.666667,9685.666667,23677,17016.33333,11827,5139.333333,5286.333333,15005.66667,1681.333333,4562.333333,1828,1501.333333,9426.333333,693.3333333,2016.666667,2280.666667,1081.666667,9020.333333,4678.333333,30745.33333,2209.666667,803,1513.333333,6527,7027.333333,4989.333333,373.3333333,9078.333333,5777,4085,2479,3168,1639.333333,6667,5934.666667,4941.666667,8550,905.3333333,1869.666667,7455,4144.666667,777,7779.666667,6835,2937,12025,17343,3400.333333,7875.666667,7539,5144.666667,67797,6563,14750,9464
HIROSHIMA,972839.6667,20684,10904.66667,23769.33333,3213,1948.333333,1251.333333,3891,3930.333333,1978,584.3333333,628.3333333,1480,3268.666667,1983,1646.666667,771.6666667,1251,1128.666667,4723,1026.666667,829.3333333,1552,3954.333333,1979.333333,1530.666667,3058.333333,1410,9020.666667,4360.333333,801.6666667,252.3333333,2972,614,383,1408.666667,1906.333333,701.6666667,314.3333333,7181,2553,1611,3170.666667,1093.666667,613,1956.333333,637,2190.666667,3225.666667,29171.66667,31508,17653,3329.333333,3680.333333,5362.666667,7678.666667,2587.666667,2678.666667,17267.33333,558.6666667,13807.66667,1163.333333,5824.666667,555.6666667,9863,2999.666667,2165,1614.666667,3586,2465,2236.333333,1012,6762,993.3333333,2873.666667,700,1695.333333,2482.666667,1253.333333,3282.666667,1608,416.3333333,3267.333333,1650,1458,3339.666667,1830.666667,6782,2164.666667,2040,2183.666667,1421.333333,2453.333333,3878,408,279,2879,1288.666667,811,2966.666667,5222,2579.333333,3359.333333,888.3333333,1940.666667,1381.333333,1052.333333,550,4353,927.6666667,312,1708,4470,3810,168,686.3333333,2206,1105.666667,3498,1284,724.3333333,1351.666667,1039,3432.333333,5770.666667,1672.333333,4483.333333,3234,4088.666667,826,440.3333333,2194.666667,2190,1017,867,1172.666667,601.6666667,1227,2323.333333,1472.333333,1361.333333,3644.666667,2313.666667,1686.666667,5057.666667,13001.66667,362.3333333,1303,8872.333333,599.6666667,7146.333333,2163.666667,1249.666667,7689,4427.333333,3701,4903,2146.666667,7855.333333,1711.666667,10149.33333,18496,16059.66667,14050.66667,4964.666667,5739.333333,18481.66667,2474.333333,4946,1975.666667,1757,10876.66667,649.6666667,1926.333333,2339,940.6666667,8295.666667,5407,35482.33333,2141,704,1566,5767.666667,7391.666667,4547,361.6666667,8224.333333,5490.666667,3241.333333,2039,3035.333333,1737.666667,6839.333333,6030.333333,8327.666667,11630.33333,2256,2823.666667,10844,3216,1197.666667,6533.666667,5584.333333,2691.333333,11620,21596.33333,3658,8176.333333,7463,4618.666667,59085,5639.666667,17351,8291.666667
YAMAGUCHI,891061.6667,19475,9085.333333,20129,3265.666667,1768,1038.333333,3071.666667,4395.333333,2436,497,609.3333333,1230.666667,2985,1709.333333,2676.666667,790,1391.333333,1572.666667,4373.333333,1269.333333,797.3333333,1502,4704,1857.333333,1042.333333,3184.333333,833,7795.666667,3957,748,210.3333333,691.3333333,573.6666667,392.3333333,1407.333333,2060.333333,702.6666667,588.6666667,7915,2244,2286.666667,3826.333333,1417.333333,613,1663,483.6666667,2177.333333,2015.666667,26980.66667,27031,17516,3405,3056.666667,4399.666667,7744.666667,2821,2199,16190,851,12724.66667,996.3333333,5079,473.6666667,9621.666667,2504,1664.333333,1465.333333,2859.333333,2366.666667,1645,853,4978.666667,902.6666667,2151.666667,695.6666667,1470,2074,1272.666667,2562.666667,1202.333333,398.6666667,2351,1141,1299,2621.333333,1617.333333,5816,1480.333333,1910,2350,1321,1542,2636,418.6666667,385,2544.666667,1256.333333,880.3333333,3149,4698.333333,2441.666667,3069.666667,802.3333333,1660.333333,1213.666667,1099,636.3333333,3229,1164,668.6666667,1505,4873,3241.666667,122,477.3333333,1840.333333,2443,2660,674,1033.333333,1106.333333,512.3333333,3405.666667,5228.333333,1291.666667,2559.333333,2267.333333,4203,723,440,2008,2097.666667,1270.333333,1145,805.6666667,533.3333333,1282.666667,2156.333333,1031,1441.666667,3217.666667,2036,2431.666667,5129,11599.66667,406,1923.666667,9976,586.6666667,6869.666667,2318,1454.333333,7632.666667,5646.333333,4607.666667,6413.666667,2459,7184,2241.333333,9715.666667,15138.66667,17001.66667,11245.33333,4052.666667,6001.666667,13737.33333,1252,4151.666667,1581,1399.333333,11210.33333,526.6666667,1817.333333,2118.333333,990.3333333,8680,4879,27136.33333,2322.666667,592,1424.333333,5715.666667,6578,5082.666667,482,7452.666667,6295.666667,3060.666667,2786,2182,1544,5854,4708,9535.333333,12988.33333,816.6666667,2276.333333,11069.66667,3534.666667,688.6666667,6009.333333,5265,1872.666667,10412.33333,29127,3568,14427,7139.333333,4025.666667,24255.66667,5085.333333,18544,14172.33333
TOKUSHIMA,882249,20721,9107.666667,22889.66667,3549.666667,2028,1046,3092,3979,2102.666667,416,607,1504.333333,2965.333333,3150.333333,914,340.6666667,2027.333333,488.6666667,4271,954.6666667,885.3333333,1137.666667,4528.666667,1792.333333,1162.333333,2599.333333,1171,5640,3291,634.3333333,417,546.3333333,515.3333333,263.6666667,1670.666667,1034.666667,702,247,7631.666667,2841.333333,2873,2310.333333,1132.333333,946.3333333,1305.666667,726.6666667,2053.666667,2110.333333,29744,26612.66667,15503.33333,3507,2729.333333,3831,6843.333333,2103.666667,1423.333333,16401.66667,898,12062.66667,935.6666667,4430.333333,513.3333333,8779,2754.666667,1622,1670,2772.333333,2227,1887.666667,990.3333333,4765,1910.666667,2271.666667,468,1503.333333,2066.333333,663.3333333,3111,779.6666667,503.3333333,2640.666667,1512.666667,1234.666667,2724.333333,1491,6938,1559.666667,1992.666667,1604,1254.333333,1579.333333,3058,400.3333333,243.3333333,3344.333333,1936.333333,616.3333333,2421.666667,6507.666667,2523.333333,2831.333333,810.3333333,1677,1104.666667,1088,496.3333333,3538.666667,1071.333333,352.3333333,1272.666667,4857.666667,3833.333333,137.6666667,453.3333333,2342.666667,1244.333333,2156.333333,763,897.6666667,1341,952.3333333,3110,5265.333333,1779.333333,2851.333333,2314.333333,3506.333333,538.6666667,338,1661.666667,2203.666667,1162.333333,968.6666667,879,617.3333333,1207.333333,1822.333333,1060,1485,2992.333333,2319.333333,1464,4669,10732.66667,451,1284.333333,8590.333333,864.6666667,6106,1570.333333,1317,6700,4446.666667,3438,4245.666667,1854,6984.666667,1525.666667,8464.666667,21859.33333,13112.33333,13081.66667,4090.333333,4434.666667,12680.33333,2157.333333,4118.333333,1999.666667,1993.666667,11366.66667,716,2086.333333,3137.666667,1215.333333,6127.666667,3826.333333,31682,2739.666667,559,1309,5825.333333,6979.333333,5530.666667,391,8710.333333,5933.666667,3002,2748.333333,2817.666667,2043,6377.333333,4549.666667,4471.333333,11235.33333,1210,2201.333333,7763.333333,2414.333333,856.3333333,5906.333333,4668,1481,12553.66667,17389.66667,3124.333333,7062.666667,6588.666667,5236,56520,5151.333333,17083,11926
KAGAWA,904147.3333,18678.33333,10611.33333,20459,6697.666667,4300,899,3304.666667,3649.333333,1889,382.3333333,689.6666667,1538.333333,3053,1787,1418,431.6666667,1672.666667,961.3333333,4350.666667,986.3333333,919,1390.666667,4711.666667,1739.666667,1670,3005.333333,1201,6699.333333,3520,682,244,1026.333333,640,288.6666667,1559,1138.666667,824.3333333,333.6666667,6861.333333,3692,1947,2798.666667,1258.666667,825.6666667,1866.333333,798,2128,2352.666667,25037,26095,16709.66667,3729,3751.666667,5503.333333,6328,2336,1671,15977.33333,702.6666667,11748.33333,797,4533,484.6666667,8222.666667,2515.333333,1822.333333,1595.333333,2855.666667,2076.333333,1718.666667,941.3333333,5305.666667,1097,2261.333333,497.6666667,1419,2286,950.6666667,2661,1195.333333,417,2568.666667,1196.333333,1459.333333,2610.333333,1605.666667,6221,1633.333333,1807.666667,1854.666667,1214,1808,2638.666667,405.6666667,181,2326,1458,905.6666667,2544.333333,5447.666667,3295,2588.666667,1052,2009,1338,1120.333333,512.3333333,3467.333333,970,410.3333333,1649,4431.333333,3760.333333,81.66666667,574,1880.666667,1497.333333,2945.666667,1008.666667,1330,1160,554,3210,5192.333333,1466,3353.333333,2482.333333,4188.333333,762.6666667,353,1871.666667,1889.666667,1367.666667,1011,848.6666667,605,1083,2141.333333,987.3333333,1403.333333,3200.666667,2293,1488.666667,5083.666667,12005,632.3333333,1921.666667,9483.333333,727.6666667,6619,2215,1349,7790.333333,5935,3991.333333,6254,2116,7045.666667,1766,8228,18252.66667,13116.33333,11946.66667,4142.333333,5305.333333,12135.66667,1891.666667,4016.333333,2141.666667,1760,9838,563.6666667,1936,1997.666667,1065.333333,6306.666667,5458.666667,26540,2279.666667,670.6666667,1430,6298.666667,6796.666667,5084,339.6666667,8863.333333,5812.333333,3408.666667,2499,3237,1404.666667,6507.666667,3888.666667,5586.666667,10873,1382.666667,1762.333333,9290.666667,2843.666667,843.6666667,14063,5698,3013,12956,31038.66667,4837.333333,17356.33333,8309.333333,5512.666667,32974,6966.333333,16051.66667,14846
EHIME,857774.3333,20019.66667,8840.666667,23473,3705.666667,1873,1114,3389.666667,3686.333333,1690,437.6666667,626.3333333,1220.666667,2801.333333,2203.333333,1491.666667,501.6666667,1919,528.6666667,4235.666667,1034,941.6666667,1795.333333,3684.666667,1612,1208,3054,1397.333333,6818,3275.333333,622.6666667,212,790.6666667,732,257.6666667,1245,934,1017.333333,376.3333333,6580,2869.666667,2415,2873.333333,1223.333333,787.6666667,1193,613.6666667,1984.333333,2062.333333,26549.33333,26936.66667,15756.33333,3671.333333,2389.666667,4169,7199.666667,2330,1872.666667,13707.66667,775.3333333,12248.33333,792.3333333,4375.333333,394.3333333,8820,2982,1605,1494,2767,2200.333333,1861.666667,945.6666667,5160,1066.333333,2302,873,1493.333333,2241.333333,1106.666667,2945.333333,1190.666667,399.6666667,2815.666667,1532.333333,1342.333333,2733.666667,1365.333333,6876.666667,1599.666667,1423.333333,1846.666667,1155.333333,1204.666667,3524.333333,414.6666667,234.3333333,2670.333333,1220.333333,736.6666667,2558.666667,5399.333333,2520,3007,789.6666667,1745.666667,825,856,329.6666667,3047.666667,666.3333333,264.3333333,1639.333333,3535.666667,5170.333333,33.66666667,151.3333333,4434,1232.666667,2579,898.6666667,823.3333333,1239.333333,464,2523.666667,4612,1438.666667,3929.666667,2064.333333,3649.333333,609.6666667,356.3333333,1714.333333,2091.666667,1138.333333,938.6666667,888.3333333,534,1215.666667,2056.333333,1050,1376,2431.666667,2002.333333,1744,4831,11259.33333,611.3333333,893,8050.666667,611.6666667,6250.333333,2172.333333,1370.333333,6843,3598.666667,3311,4137.666667,1973.333333,5843.333333,1631,8495.333333,21666.66667,13508.33333,12995,4414.666667,3654.666667,13515.66667,2053.333333,4133.333333,1824,1374.333333,10370,562.6666667,1876.666667,1850.333333,979.3333333,8355,8166.333333,33778.66667,2249.666667,580.6666667,1171,5545.333333,6060,4397,406.6666667,8541,5009.333333,3522,2176,3775,1584,6626.333333,4902.333333,5771.333333,11285.66667,834.6666667,1583.666667,7873.333333,2139,602.3333333,6756.666667,3835.333333,1481.333333,10029.33333,18316,2476.333333,7194.333333,7505.666667,5221,47103,5448.666667,11503.33333,10041.33333
KOCHI,961759.6667,22682.66667,10841.33333,17895,3276.333333,1529.333333,1023.666667,2911.333333,4742.333333,2025,528.3333333,612,1431,2920.333333,5329.666667,1520,535.6666667,7872.666667,322.3333333,3255.333333,1174,701.6666667,1145,4467,2197.333333,1251,2772.333333,1436,5017,2015,810,324.3333333,601.6666667,727,272,1896,1064,3238.666667,952,7239.666667,2984,2200.666667,3867,1508,1300,1306,580.6666667,2275.666667,2443,23223,26097.66667,17763,4096.333333,3123.333333,3478,7303.666667,2039.666667,1672.666667,12780.33333,970,13361.66667,941,4577.333333,456,11392.66667,3067.333333,2009.333333,1740.333333,3034.666667,2519.666667,1757.333333,903.3333333,6379,838,2041,524.3333333,1562,2057.333333,888,2955.666667,553,874.3333333,2326.666667,1633,1222.333333,2930,1527,8641.666667,1716.333333,1656.333333,1538.333333,1372,1542,2994,321.6666667,212.3333333,2661.666667,1311.666667,743.3333333,2471.666667,5808.333333,2171,2855,719.3333333,1968.333333,1347.333333,1245,1843.666667,2310,1122.666667,317.3333333,1799.333333,4610.666667,3683.333333,73.33333333,394,5197.666667,2072,2191,637,694.6666667,1336.333333,912.6666667,3243.666667,4370.333333,1744.333333,3014.333333,2469.666667,3464.333333,557,476.6666667,1790,2081.666667,1098.666667,891.3333333,837.6666667,729.3333333,1355.666667,2133.333333,993.3333333,1424.666667,3241.333333,2325.666667,1700.333333,5900.666667,11020.33333,777.6666667,1807,7464,1062.666667,8113,2117.666667,1696,7711,3771.666667,5503.333333,6252.666667,2302,7287.333333,2275.333333,10437.33333,14003,20323.33333,14387,5337.333333,5680.333333,15370.33333,2234,5004.666667,2051.333333,1723.333333,11832,569.3333333,1693.666667,2120.666667,1094,9857,8349.333333,30505.66667,1988.666667,653.6666667,1928.666667,6657.666667,5894,5136.666667,358.3333333,7520,5636.333333,3594,2654.666667,3809,1747.666667,5856,3798,6567,10466,1557.333333,2852,17988.66667,4255.666667,1047.333333,6780,6982.333333,1927.333333,16506,24335.33333,4328,15157.66667,14102.66667,4520.666667,35500.33333,6317,37379.33333,10241.66667
FUKUOKA,955403.3333,21329,9525.666667,22555.33333,2671,1652.666667,1208,3232,3609,2025.666667,587.6666667,531,1440,3230.666667,1630,1897.333333,719.3333333,693,912,4080.333333,1046.333333,556.6666667,2038.666667,3604,1661.333333,1081.666667,3037.666667,1610.666667,7602.333333,5845.333333,765.6666667,111.3333333,698.6666667,891.6666667,485.3333333,1085.333333,6187,799.3333333,452,7226.666667,2447,1519.666667,2482.333333,1101.666667,816,2060,579,2677.333333,4518.666667,28193.66667,30101,19853.33333,3498,3265.333333,5010.666667,6615,2693.333333,1918,13973.66667,1154,12630.33333,1136,6046.333333,491.6666667,10032.33333,3320,1950,1408.666667,3351,2815.333333,2310.666667,1114.666667,7155.333333,1029,2706.666667,957.6666667,1558,2415.333333,1228,3361.666667,1093.666667,720.6666667,2919,1594,1429.666667,3112.666667,1863.666667,7888.666667,2329,1724.666667,1743.666667,1273.666667,1909,5239.666667,453.3333333,525.6666667,2889,1477.666667,910.6666667,3122,4701.333333,2374.666667,4129,753.6666667,1591.333333,1307.333333,934.6666667,390.3333333,4381,889,337,2050,4152.333333,3381.333333,161.6666667,428.6666667,1885.333333,1463.666667,2442.666667,1168.666667,744.6666667,1407.333333,628.3333333,3196.666667,4240.333333,1973.333333,4766.666667,3211,3936.333333,657,414.3333333,1796,2362.666667,1047,1093,702,697.6666667,1279.333333,2355.666667,1206,1475.666667,3445.666667,3261,1759.333333,4843.333333,12920.33333,573.3333333,1421.333333,8099.333333,831.3333333,6944,1981.666667,1347.333333,6779.333333,4113.666667,3734,4376,2017.666667,6780.333333,1604.333333,9524.666667,24733.66667,17535.66667,10515.66667,4452.333333,5146.666667,12427.33333,1770.333333,3503.333333,1394,1352.333333,9819.666667,653,2088.666667,1464.333333,1033,6836.666667,2501.333333,30749.33333,4359.666667,1022.666667,1497.666667,5246.666667,7170,3718,365.3333333,8172.333333,5077.666667,2970,1312.666667,4020.333333,1089,6761,4961.666667,6089,8968,1364,4632.666667,7956,3051.666667,995.6666667,8399.666667,6226,3307.333333,13192.33333,20959,4324.666667,8934.666667,8069.666667,4678.333333,66534.66667,7267.666667,21762.66667,12466.33333
SAGA,918504,23371.66667,9176.333333,19296.66667,2402.333333,2061.666667,1067,3001.333333,3924.666667,2153,468.3333333,574.3333333,1479,3007.333333,2155,2179,851.6666667,830.6666667,1440,4779.666667,1127,781.6666667,2383.666667,4129.666667,1677,782,3367,1758,6497.333333,4017.333333,863.6666667,230,709.6666667,532,556,1300.666667,2027.333333,677.3333333,588,6722,3077.333333,2232.666667,3080.333333,1396.666667,930,1906.666667,472,2458.666667,2019.666667,29008.33333,27086.33333,17462.66667,3797,3118,4617,6969.666667,2863,2162,14304.66667,755.3333333,11734,908.3333333,5113,435.3333333,9853.666667,3235.333333,1899.333333,1564,2914,2288.666667,1865.333333,1211,5453.666667,1177,2785.666667,846,1580.333333,2440,1466.333333,3491.666667,1307,768.6666667,2858.333333,1360.666667,1542,3493.333333,1949.666667,7946,2096.666667,1815,1902.666667,1452.666667,1760.666667,3077.333333,444.6666667,532,4592.333333,1433,812.6666667,3282.666667,5877.333333,3315.666667,4233.666667,786,1868.666667,1317,1089,458.3333333,3892.666667,999.3333333,392,2019.666667,3857.333333,3295,211,421.3333333,1585,1984.666667,2132.666667,947.6666667,551,1567.333333,886.3333333,2943,4443.666667,1336.333333,3106.333333,2843,3935.666667,587,463.6666667,1979,2545.333333,1150.333333,905.3333333,615,635.3333333,1240.666667,2266,1014.333333,1533,3546,3158.666667,1855,4859,11737,1344,1437.333333,7890.333333,802,6637,1997.333333,1497,7093,3968,4508.333333,5181,2217.666667,6520,1751,9306,16980,16030.33333,10685.66667,4249.333333,6871.333333,12208,1963.333333,4012,1373,1328.333333,9778,1172,2088.333333,1308.333333,1270.333333,9681,4965.333333,29103,4936.333333,536.3333333,1421.666667,5916.333333,6324,4012.666667,412,6600,5662.333333,4174,1964.333333,2536.666667,1231.666667,5908.666667,6675.333333,6584.666667,11086.33333,1086,2472.666667,10260,2288,751,7585.333333,6953,3473.333333,13814.33333,37092,4049.666667,15310.33333,7980.666667,4279.333333,29913.33333,4902.666667,20806,8545
NAGASAKI,905204.3333,24736.66667,9067.666667,21536.33333,2401.333333,1947,1007,3491.333333,3644.333333,1855.333333,512.3333333,571.3333333,1841,2637,1279.333333,3077.333333,1019,1005.666667,469.3333333,4221,1158,509.3333333,1986,5079.666667,1817,948.3333333,3288,1790.333333,9048.666667,6298.333333,904.6666667,191,1117.333333,603,407.6666667,1018,1692.666667,585.6666667,704,7384,3586.333333,1942.333333,7290.666667,2105.333333,993,1599.333333,704,2448,2402.666667,24904.66667,25883.33333,15777,3819,3193.333333,4711.666667,7425.666667,2982.333333,2128,13136.66667,610.6666667,12094,1032.333333,5094.666667,418.6666667,9862.333333,3246,1659,1463,2729,2350.666667,2089.333333,1070.666667,5061.333333,1104.333333,2574.333333,819.6666667,1608.666667,2258,1210.333333,3126.666667,941.3333333,694.6666667,3052,1429,1481.666667,3570,1874.333333,7996.666667,2039,1951.333333,1669.333333,1117,1456.333333,4928,527.6666667,565.6666667,2324.333333,1730.666667,1211.666667,2750,5181,2883,3663,850.6666667,1722.333333,1326.666667,1079,537,4323.333333,1011.666667,373.3333333,1634.666667,4686.333333,3855,172,387.6666667,1831.666667,1789,2390.666667,1298.333333,800,1497.666667,950,3051,5056.333333,1883.333333,5451,2808,3879.333333,698.6666667,366.3333333,2022.666667,2476.666667,1363.333333,1157,646.3333333,578.3333333,1293.333333,2325.333333,1117.666667,1278.333333,2973.666667,2764,1683.333333,4339.333333,11149.33333,617.3333333,1299,7431.666667,6668.333333,5371,2018.666667,1268.666667,5990.666667,3456,2976.666667,3399.666667,2339,5251.333333,1146.333333,8604.666667,19858.33333,15149.66667,11269,3866.666667,4275.666667,12670,2391.666667,3240.666667,1616.666667,1783.333333,10468.66667,505,1918,1708,1392,5023.666667,3500.333333,33941.33333,6680,665,1253.333333,5992.333333,5803.333333,3467.333333,385,6490,4683,3565.666667,1412,3627.333333,1079,6393,5598.666667,6911.333333,11106,1467.333333,1995,8574.333333,1741.666667,729,3735.666667,4658.333333,1540.666667,9690,17323,2558.666667,6426.666667,4134,2126.666667,73157.33333,4807,19389.33333,4330
KUMAMOTO,870914.6667,20742.33333,8178.666667,20331.66667,2145,1675.666667,1142.666667,2627.333333,3721.666667,2552.333333,424,643.6666667,1044.333333,3085,1771,1530.666667,613,763.6666667,556,3249.333333,959,588,1859,2901.333333,1519.666667,990.3333333,2591.666667,753.3333333,5709.333333,4536,834.3333333,141,494.6666667,449.3333333,262.6666667,1046,1925.666667,631,426.6666667,6357.333333,2008.333333,1859,2107.333333,983,794.3333333,1441,739,2236.333333,1922.333333,24767.33333,26155.33333,18758.66667,3917.666667,4836.666667,3870.666667,7190.666667,2459.333333,1896.333333,14057,1166.333333,9707.333333,735,4697,380.6666667,9195.333333,2832.333333,1258.333333,1075,2145,1861.333333,1582,1122.333333,4336,844.3333333,2270.666667,1119.333333,1270.333333,1977.666667,1052.666667,3005.333333,725.3333333,414.6666667,2617.333333,1183.333333,997.3333333,3040,1355.333333,6115.666667,1748.333333,1572,1592.666667,1181.333333,1218.333333,3355.333333,381,561.3333333,2829.666667,1351.666667,699.6666667,2524.666667,4584.666667,2964.333333,4637.333333,600.6666667,1489.666667,1444.333333,1129.666667,411,3708.666667,1158.333333,642.6666667,1571,3053.666667,2773.333333,76.66666667,233.6666667,2276.333333,1489,2163,896,374,1968,1757.333333,2341,3761.333333,1421.333333,2483.333333,2772.333333,3642.333333,595.3333333,442.3333333,1901.666667,2800.666667,1220.333333,1022,665.6666667,616,1297,2275,793.6666667,1513.666667,3163.666667,2472,2131,4115.333333,10590,464.3333333,1644.333333,9540.333333,587.6666667,7292,2241.666667,1231.666667,7185,3337.333333,3436.666667,5516,2275.333333,5629.666667,1676.333333,9025.666667,17822,17538.33333,10534.33333,3747,4744.666667,11510.66667,1578.333333,3717.333333,1375,1308.666667,9917,497,1734,1551.333333,1095,8234.333333,3540,26844,4772.666667,579.3333333,1199,7024.333333,5371.333333,4287.666667,306.3333333,6680,6469,3954,1970,2988.333333,1243,6183.333333,3845.666667,10030.33333,10396.66667,1421.333333,2060.666667,11329.33333,2785.333333,924.6666667,5144.666667,5456.666667,1720,13073,26244.66667,3363.666667,11132.33333,9306,4857.333333,44616,3694,25569.33333,14226.33333
